mssv,namsinh,gioitinh,drl,diem_tt,dtb_toankhoa,dtb_tichluy,sotc_tichluy,diemtbhk_1,diemtbhk_2,diemtbhk_3,diemtbhk_4,diemtbhk_5,diemtbhk_6,diemtbhk_7,diemtbhk_8
C554CC88XPvAibaEXe8XeGyYdUhioOLgLAfGdkOG,19.0,0,100.0,30.0,7.03,7.03,62.0,8.03,6.29,6.77,7.03,7.03,7.03,7.03,7.03
C55CAD90XPvAibaEXe8QSVVyFBgPn3VNC2CosqLE,21.0,1,78.33960814444872,20.55,7.76,7.76,140.0,6.78,7.16,7.37,7.61,7.0,8.5,9.42,7.691428571428572
C55CEDB6XPvAibaEXe/sKOWIYAkjtlMoz7/BjUnS,21.0,1,78.33960814444872,22.95,7.57,7.57,146.0,7.08,6.79,7.29,7.7,6.96,8.47,7.79,7.62
C562BAABXPvAibaEXe8DKLspTitOyuk0/KZzCwGx,19.0,0,86.0,30.0,5.84,5.84,72.0,5.76,6.13,6.35,5.52,5.19,5.790000000000001,5.790000000000001,5.790000000000001
C562F6BCXPvAibaEXe98rLBMbW9WWeTXnniCvI8f,22.0,0,82.10591293047433,24.35,9.09,9.09,129.0,9.05,9.48,8.83,9.42,8.86,8.41,9.2,9.035714285714286
C5653867XPvAibaEXe8wlx2/dthDAvgNFAzhdDbA,16.0,0,78.74455162558057,35.5,8.02,8.02,153.0,7.73,8.07,8.52,8.09,6.58,6.63,7.18,8.21
C5691B94XPvAibaEXe8G8K07ebOXR7YsYe/5gJ9F,19.0,0,69.0,30.0,4.85,4.85,15.0,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85
C56BD7A5XPvAibaEXe8EJVSfQ2zj4/K3PJpu+m68,19.0,0,83.0,30.0,4.5,4.5,51.0,4.24,0.27,6.13,6.59,2.65,3.976,3.976,3.976
C57530A4XPvAibaEXe8hvnm4ihleLVTcBUD7ztLV,16.0,1,78.74455162558057,28.5,6.13,6.13,83.0,6.73,5.7,6.34,5.06,6.91,2.66,5.566666666666666,5.566666666666666
C57BD3ADXPvAibaEXe/l8qiRVAhX5zDxP8aymDdw,19.0,0,100.0,30.0,7.64,7.64,64.0,8.08,7.85,7.09,7.673333333333333,7.673333333333333,7.673333333333333,7.673333333333333,7.673333333333333
C57E7F21XPvAibaEXe8VekUw4ELehuWMmX7vpi8O,16.0,0,78.74455162558057,24.5,6.12,6.12,151.0,5.28,4.53,4.92,4.51,5.06,5.76,6.34,5.58
C57E8EAFXPvAibaEXe920ZfQd1pG7eyk7owDMWhW,19.0,0,88.0,30.0,7.82,7.82,26.0,7.82,7.82,7.82,7.82,7.82,7.82,7.82,7.82
C57ED5F5XPvAibaEXe+7uJh0aD4oAjZmKjOK7gtn,20.0,0,75.65553494124923,26.25,7.46,7.46,131.0,7.25,7.78,7.16,7.0,7.66,7.32,8.17,7.477142857142858
C580DBB4XPvAibaEXe+/EkvXK98KbcY+Rl3c2lzC,16.0,1,78.74455162558057,28.0,7.16,7.16,148.0,7.58,6.05,6.44,6.92,6.81,7.59,7.58,8.11
C58A65C3XPvAibaEXe9qGGZHCdW9PcyyDYKdALj6,19.0,0,100.0,30.0,8.61,8.61,98.0,8.53,8.74,8.97,8.9,7.83,8.594,8.594,8.594
C58BE754XPvAibaEXe/sDxpKTuGnIJWlPZkVa2Pk,18.0,0,70.58465346534653,24.25,7.68,7.68,153.0,8.9,6.94,7.87,7.78,6.87,6.97,7.86,6.81
C592699AXPvAibaEXe/aBnKnu1smn0W7HZlKI7Ej,19.0,0,90.0,30.0,6.8,6.8,115.0,6.77,6.29,7.27,7.0,6.64,6.794,6.794,6.794
C598EAD2XPvAibaEXe8z3SRqW8+Nf4GcOaP30DAE,19.0,0,87.0,30.0,6.84,6.84,58.0,7.36,7.11,6.03,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333
C5A79D5FXPvAibaEXe9YYF5FMCfolGMm+vKairXW,18.0,1,70.58465346534653,20.5,7.01,7.01,44.0,8.95,6.24,4.8,6.663333333333333,6.663333333333333,6.663333333333333,6.663333333333333,6.663333333333333
C5A8251BXPvAibaEXe9whL/t4cdMZdkv8Y98YyOc,17.0,0,81.0,29.0,7.86,7.86,150.0,8.12,7.49,7.5,7.68,8.28,7.41,8.4,8.4
C5AB8E67XPvAibaEXe+5f3nhbX2eh0F3gDayami1,16.0,0,78.74455162558057,31.5,7.87,7.87,149.0,7.0,7.79,7.7,7.64,7.85,8.76,8.17,8.71
C5B053C5XPvAibaEXe8OUmHa5DLhUYOIB+zexMN+,19.0,0,90.0,30.0,6.94,6.94,100.0,5.12,6.85,7.08,7.69,7.32,6.812,6.812,6.812
C5B47790XPvAibaEXe8XtTI6VHhlKI0qhA2KfoCe,21.0,0,78.33960814444872,21.95,7.69,7.69,149.0,7.13,6.86,7.26,7.8,7.95,8.08,8.48,7.89
C5B7D523XPvAibaEXe9176253k6Mv+qEZvJPK2Z6,22.0,0,82.10591293047433,25.39331205566977,5.7,5.7,76.0,5.71,3.88,2.95,5.34,7.89,6.03,3.81,5.087142857142857
C5B7EB13XPvAibaEXe+sY5a+0mlf7YiOjIdQMTfP,19.0,0,100.0,30.0,9.02,9.02,69.0,9.04,9.19,8.79,9.006666666666666,9.006666666666666,9.006666666666666,9.006666666666666,9.006666666666666
C5BD3990XPvAibaEXe9wR386kYOWu2t5yBmkC/2g,19.0,0,96.0,30.0,5.71,5.71,47.0,6.31,2.8,6.0,5.036666666666666,5.036666666666666,5.036666666666666,5.036666666666666,5.036666666666666
C5BD74F9XPvAibaEXe9UJtBa/m0OMpMDgmzdFmE+,22.0,0,82.10591293047433,19.95,7.08,7.08,105.0,6.54,5.66,6.05,7.31,7.15,7.79,8.07,6.938571428571429
C5BF654AXPvAibaEXe9cPs/fVpB+nwKHwW287Xb1,18.0,0,70.58465346534653,21.5,4.45,4.45,29.0,7.32,5.12,0.0,4.146666666666667,4.146666666666667,4.146666666666667,4.146666666666667,4.146666666666667
C5C829ECXPvAibaEXe85v8rw3dwROi/2w2lEnmVD,22.0,0,82.10591293047433,25.25,8.01,8.01,121.0,8.49,8.44,7.96,7.69,7.55,7.86,7.83,7.974285714285713
C5D19041XPvAibaEXe+NJiMjcH3vhGZBbbWixTpF,17.0,0,72.0,26.5,3.71,3.71,50.0,5.76,4.47,4.31,4.24,2.6,0.6,3.663333333333334,3.663333333333334
C5D327CCXPvAibaEXe/k62DFAfrQToLklifmYtYd,17.0,0,73.0,27.5,6.23,6.23,156.0,6.5,6.64,6.26,6.48,5.78,5.81,7.13,5.81
C5DCDCE3XPvAibaEXe8dabSrXaw70wKnWIMnvdoa,19.0,0,79.0,30.0,7.21,7.21,24.0,7.21,7.21,7.21,7.21,7.21,7.21,7.21,7.21
C5DD8E1EXPvAibaEXe+aisLvWjFIoQ3inRKqnG+7,19.0,0,89.0,30.0,6.08,6.08,22.0,6.08,6.08,6.08,6.08,6.08,6.08,6.08,6.08
C5ED96C9XPvAibaEXe97NkpghV4JnltP1gFWXA5m,19.0,0,87.0,30.0,7.68,7.68,99.0,8.09,7.71,7.65,8.09,6.91,7.69,7.69,7.69
C5F2150DXPvAibaEXe+tg0ae8qw/gtk+nFTaazYq,16.0,0,91.0,30.0,6.47,6.47,142.0,7.5,6.1,6.59,6.78,6.64,6.36,6.81,4.78
C5F8FF14XPvAibaEXe+RuJt6KkmrDF8hqKhnfIQP,19.0,0,87.0,30.0,7.49,7.49,92.0,7.36,7.58,8.32,7.2,6.76,7.444,7.444,7.444
C5FF8532XPvAibaEXe9QtbUU7TEFhK//CQGbkR1X,19.0,0,100.0,30.0,8.95,8.95,103.0,8.78,8.95,8.98,8.75,9.25,8.941999999999998,8.941999999999998,8.941999999999998
C602C014XPvAibaEXe9ZBnO1fewQMcJa1UpHJPFk,22.0,0,82.10591293047433,22.65,7.6,7.6,142.0,7.96,7.58,7.34,7.24,7.26,8.13,7.79,7.614285714285714
C6077B12XPvAibaEXe9vxrzlowp+zLUv0pKRv0Je,19.0,0,83.0,30.0,8.15,8.15,89.0,7.58,9.03,8.53,7.8,8.09,8.206,8.206,8.206
C6081954XPvAibaEXe/yTqQKv0UsdYhCouuFusJz,21.0,0,78.33960814444872,25.08227365857269,7.6,7.6,136.0,5.75,5.75,6.9,7.59,8.34,8.53,8.65,8.43
C60AAA47XPvAibaEXe+k7kwcfMfIzD1Pr6EnLJFI,22.0,0,82.10591293047433,26.6197982071954,6.64,6.64,134.0,5.39,3.93,5.08,6.09,7.93,6.46,7.0,5.982857142857143
C60B8B5FXPvAibaEXe/t7ClCI88v7nP9bkTu3sLj,19.0,0,62.81791285637439,20.75,2.6,2.6,13.0,4.61,2.32,0.3,2.4099999999999997,2.4099999999999997,2.4099999999999997,2.4099999999999997,2.4099999999999997
C60BA21FXPvAibaEXe/lVQmKmmYDO2Lx2RTSy5Us,19.0,0,87.0,30.0,7.68,7.68,98.0,7.53,7.31,7.99,7.8,7.65,7.656000000000001,7.656000000000001,7.656000000000001
C60C029EXPvAibaEXe9PHS03bFe3hB0U1CBijmXk,17.0,1,90.0,28.0,8.19,8.19,156.0,8.85,7.28,8.5,8.28,7.81,7.84,8.14,7.65
C6114925XPvAibaEXe/Bn5cQSu92WepaWyZsqola,16.0,0,78.74455162558057,26.0,6.31,6.31,154.0,4.18,5.7,5.3,4.38,5.66,5.06,6.31,5.77
C6142704XPvAibaEXe88G96lR9q/HVMhBqOaOjJX,19.0,0,62.81791285637439,22.25,7.53,7.53,142.0,6.41,7.251666666666666,7.251666666666666,6.95,6.3,7.73,7.76,8.36
C6158D21XPvAibaEXe/GFbVLDV6SZJQTjNzZsKg1,17.0,0,94.0,25.5,6.52,6.52,144.0,7.62,7.46,7.51,6.42,5.82,5.18,7.1,2.54
C61628C0XPvAibaEXe8WdGcsQTF3yDxTfC1zIue0,17.0,0,77.0,28.5,6.96,6.96,150.0,6.44,6.54,6.83,6.78,6.28,5.79,8.15,9.21
C61D4CC9XPvAibaEXe+j2eszMJD4UiOp7E7Lh3rI,19.0,0,90.0,30.0,7.94,7.94,30.0,7.94,7.94,7.94,7.94,7.94,7.94,7.94,7.94
C61EB0ABXPvAibaEXe+swj/cdUVTZi2zm1kt3tVV,19.0,0,83.0,30.0,7.86,7.86,26.0,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86
C61ED3B2XPvAibaEXe9yiXPLSHgqUVq9PO5Gpndz,21.0,0,82.10591293047433,22.95,6.51,6.51,97.0,8.05,7.6,5.41,6.92,5.65,5.29,6.66,6.511428571428572
C6238BCEXPvAibaEXe+6wkETMZCyIfskjSFn91W/,19.0,0,97.0,30.0,6.79,6.79,73.0,6.31,7.19,6.74,5.88,8.12,6.848000000000001,6.848000000000001,6.848000000000001
C623F786XPvAibaEXe+ai34rvuG7eJM/sCTB5dlj,17.0,0,71.0,27.0,7.41,7.41,149.0,6.06,5.61,7.91,6.81,7.18,8.15,7.53,7.75
C6298344XPvAibaEXe9KztDs5zkBQutPR1yPU22N,19.0,0,100.0,30.0,7.29,7.29,100.0,6.94,7.95,7.44,7.59,6.53,7.290000000000001,7.290000000000001,7.290000000000001
C630263FXPvAibaEXe9hdZEI8BSV8BO/6CaoQ3GV,19.0,0,95.0,30.0,7.93,7.93,66.0,8.09,7.77,8.02,7.96,7.96,7.96,7.96,7.96
C63071C5XPvAibaEXe9JDlHA4z2GHBvVa1gNFpuJ,16.0,0,78.74455162558057,24.5,7.68,7.68,146.0,6.45,6.43,7.77,8.1,8.58,7.6,7.58,8.57
C63128F5XPvAibaEXe9Z67almz7y5mrP6fB5MbAb,16.0,0,78.74455162558057,24.5,7.3,7.3,148.0,5.82,6.83,6.88,7.83,6.76,7.55,7.28,8.11
C642071CXPvAibaEXe+j2eszMJD4Usb2h1OOz4WN,19.0,0,85.0,30.0,8.57,8.57,26.0,8.57,8.57,8.57,8.57,8.57,8.57,8.57,8.57
C6452B37XPvAibaEXe8P4L0OhtIpH3+HpgsNMSdi,21.0,0,78.33960814444872,20.25,4.85,4.85,51.0,4.94,4.28,4.91,6.58,3.73,4.58,4.836666666666667,4.836666666666667
C649FA66XPvAibaEXe8ScncBV/gL3jL8UC62TrCe,19.0,0,93.0,30.0,6.37,6.37,26.0,6.37,6.37,6.37,6.37,6.37,6.37,6.37,6.37
C64D90E5XPvAibaEXe9iKIRwqei6/FXZkk7l9+S5,16.0,0,78.74455162558057,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6515EB3XPvAibaEXe9iepFIQz9mxS0wBuCtu87F,22.0,0,82.10591293047433,27.80055237950808,4.35,4.35,63.0,6.4,5.8,4.39,5.35,3.56,0.13,0.34,3.7099999999999995
C652408CXPvAibaEXe/baiw3K4HkF5HM+yiC7grI,17.0,0,52.0,29.5,6.31,6.31,160.0,6.5,5.51,6.29,4.22,5.23,3.21,2.64,4.26
C6635E9FXPvAibaEXe+LbmSTUWVMuKhnFpkfefqp,19.0,0,62.81791285637439,23.5,8.84,8.84,148.0,8.76,9.01,8.97,8.62,8.78,8.77,8.72,8.93
C663E314XPvAibaEXe/HQN1XeSL1BKv/LohqQ+0J,19.0,0,62.81791285637439,23.0,7.14,7.14,156.0,6.66,6.86,8.1,6.88,6.06,5.7,6.87,7.35
C6662E8FXPvAibaEXe/5SY0P9d9+ePHIqV5mYmE7,17.0,0,98.0,27.5,6.5,6.5,148.0,6.79,6.22,6.7,4.99,5.21,7.01,2.94,4.94
C669AA3EXPvAibaEXe/QEoeDNKATRxlxJUn/QXQg,21.0,0,78.33960814444872,20.7,8.22,8.22,134.0,7.19,6.7,8.7,9.02,7.49,7.89,8.94,8.25
C66CED4FXPvAibaEXe8CZDRB45S33N7Gv9VKR2Pd,21.0,0,78.33960814444872,23.3,7.86,7.86,133.0,8.02,8.15,7.58,7.72,7.6,7.58,8.97,7.945714285714286
C66F8AA5XPvAibaEXe+qA4yV5f0Y/rGNCmn/lLGD,22.0,0,82.10591293047433,21.45,7.41,7.41,124.0,7.37,5.1,7.62,7.37,7.89,7.55,6.35,7.035714285714286
C6767DDAXPvAibaEXe+Ovh5RZZKgOncqu0tgYb3P,19.0,0,100.0,30.0,6.77,6.77,56.0,8.06,5.83,6.69,6.86,6.86,6.86,6.86,6.86
C67EC875XPvAibaEXe/xTzwuk9WZJoMmPuDoaYpS,19.0,0,73.0,30.0,7.1,7.1,77.0,6.41,7.53,7.35,7.096666666666667,7.096666666666667,7.096666666666667,7.096666666666667,7.096666666666667
C6817FD3XPvAibaEXe+U9ZkhoRAmyuZBr4OriFf5,19.0,0,84.0,30.0,6.84,6.84,70.0,7.15,6.52,6.78,6.816666666666666,6.816666666666666,6.816666666666666,6.816666666666666,6.816666666666666
C682E93AXPvAibaEXe+ciFM+SOt2qnH4Pq1YFxOK,19.0,0,94.0,30.0,7.51,7.51,28.0,7.51,7.51,7.51,7.51,7.51,7.51,7.51,7.51
C687994FXPvAibaEXe9syTSxuDl8voSndVWAfYxn,19.0,0,100.0,30.0,7.7,7.7,69.0,7.87,7.9,7.27,7.68,7.68,7.68,7.68,7.68
C687AF0CXPvAibaEXe//eUaw4J38K1EHQA9HEVQt,18.0,0,70.58465346534653,23.0,7.14,7.14,145.0,6.63,4.42,5.08,7.86,8.24,7.28,7.08,7.89
C68EAF15XPvAibaEXe+D/rLOK41HOj6Gdl15SVkF,19.0,0,100.0,30.0,8.05,8.05,103.0,7.91,7.88,8.34,7.93,8.08,8.028,8.028,8.028
C68F1A07XPvAibaEXe87anst8v7ZsfuHyJ5VzuQ5,19.0,0,90.0,30.0,8.11,8.11,28.0,8.11,8.11,8.11,8.11,8.11,8.11,8.11,8.11
C6967B5FXPvAibaEXe8PcTqQe5AuP6sLQKEWVl1t,22.0,0,82.10591293047433,22.65,8.38,8.38,141.0,7.78,8.24,8.44,7.83,9.08,8.52,9.4,8.47
C6AAE126XPvAibaEXe/FWKstHRRDnf0u81vfcV3u,16.0,1,78.74455162558057,23.5,6.94,6.94,155.0,6.2,4.84,6.24,7.75,7.63,6.67,7.0,7.63
C6B0D2B1XPvAibaEXe+uS3hCcqF/s6qwC/GW/0Sp,19.0,0,62.81791285637439,23.0,4.4,4.4,49.0,5.29,2.86,6.25,3.64,3.1,0.53,3.611666666666667,3.611666666666667
C6BD42EEXPvAibaEXe8OoVdFXTFXCplXuQp+dZW2,19.0,0,96.0,30.0,8.41,8.41,30.0,8.41,8.41,8.41,8.41,8.41,8.41,8.41,8.41
C6BEEDEBXPvAibaEXe/Hd2nFsMs4VJMEohtoTdvd,22.0,0,82.10591293047433,23.8,7.4,7.4,134.0,7.64,8.2,6.9,7.91,7.23,7.41,6.45,7.391428571428572
C6C9FDEFXPvAibaEXe/mlii9zXTIC2QM+reTL03d,19.0,0,78.0,30.0,5.66,5.66,22.0,5.66,5.66,5.66,5.66,5.66,5.66,5.66,5.66
C6CA2B25XPvAibaEXe85v8rw3dwROiVwRqi1yEb6,22.0,0,82.10591293047433,23.25,7.87,7.87,117.0,7.84,7.71,7.24,8.65,7.72,7.46,8.13,7.821428571428571
C6D02B52XPvAibaEXe9vxrzlowp+zDnv/cxNfNEL,19.0,0,92.0,30.0,7.66,7.66,94.0,7.36,7.61,7.88,7.55,7.91,7.662000000000001,7.662000000000001,7.662000000000001
C6D60DF5XPvAibaEXe+g4B5cywZjwUOIySK7EBfD,21.0,0,82.10591293047433,30.0,6.64,6.64,91.0,4.66,4.78,4.8,7.6,7.9,6.96,6.72,6.202857142857143
C6D6613CXPvAibaEXe/Slb+QOkcsVrW2Yz4zeCIx,19.0,0,96.0,30.0,7.21,7.21,66.0,8.59,6.71,6.34,7.213333333333334,7.213333333333334,7.213333333333334,7.213333333333334,7.213333333333334
C6D87955XPvAibaEXe8ooYk4mkUGmC0EOMKX8NpL,15.0,0,78.74455162558057,24.5,6.79,6.79,148.0,6.07,5.97,6.79,5.96,5.76,6.96,6.76,7.18
C6DAE18DXPvAibaEXe9Wonradwt/od2FmnwtshQF,21.0,0,78.33960814444872,21.1,7.37,7.37,62.0,8.16,7.1,6.83,7.363333333333333,7.363333333333333,7.363333333333333,7.363333333333333,7.363333333333333
C6DF151CXPvAibaEXe+q0E3QguGBpVPv3faH8S/X,21.0,0,78.33960814444872,20.95,7.24,7.24,148.0,8.39,6.63,6.54,7.06,6.43,8.2,7.97,0.0
C6E51543XPvAibaEXe+ROAqc8OE8mGge+zBlRoo5,19.0,0,87.0,30.0,7.94,7.94,98.0,7.0,8.43,8.3,7.82,7.93,7.896000000000001,7.896000000000001,7.896000000000001
C6E5C420XPvAibaEXe8FGyuwtFnKnLrgOMYcAXAq,19.0,0,62.81791285637439,24.0,6.81,6.81,137.0,6.75,5.77,6.08,7.33,7.23,6.61,7.39,6.47
C6E7B413XPvAibaEXe+cHzUfz4Xujr48SbTdqxrQ,19.0,0,86.0,30.0,7.91,7.91,91.0,7.92,7.4,7.93,8.31,7.93,7.898000000000001,7.898000000000001,7.898000000000001
C6E9AE90XPvAibaEXe+U9ZkhoRAmysMrkZGDZ9mO,19.0,0,95.0,30.0,7.73,7.73,66.0,8.39,7.46,7.37,7.740000000000001,7.740000000000001,7.740000000000001,7.740000000000001,7.740000000000001
C6EAD9D3XPvAibaEXe/ymdOQ2mCWJC0NxC+wR0tg,19.0,0,97.0,30.0,9.05,9.05,63.0,9.39,8.94,8.88,9.07,9.07,9.07,9.07,9.07
C6EDEB33XPvAibaEXe+NMGfsRlFbFZPI1FUPfNie,19.0,0,86.0,30.0,7.49,7.49,96.0,7.03,7.77,8.32,7.08,6.94,0.0,6.19,6.19
C6EED6C6XPvAibaEXe8rk2w4FtVJNm6VgSwMiGvU,19.0,0,97.0,30.0,6.94,6.94,20.0,6.94,6.94,6.94,6.94,6.94,6.94,6.94,6.94
C6F46501XPvAibaEXe+W0wzzSkKF2mLF4C3u0lkW,21.0,0,78.33960814444872,30.0,8.08,8.08,44.0,8.43,7.76,8.094999999999999,8.094999999999999,8.094999999999999,8.094999999999999,8.094999999999999,8.094999999999999
C6F7FB32XPvAibaEXe+NlBH3sQF3E/LJCYql1QkH,19.0,0,90.0,30.0,7.1,7.1,97.0,7.38,6.72,7.6,6.52,7.38,7.12,7.12,7.12
C6FA7B7EXPvAibaEXe+EtEAwqwiR91ZK5lehE3wC,19.0,0,75.19813454155285,30.0,4.39,4.39,4.0,4.39,4.39,4.39,4.39,4.39,4.39,4.39,4.39
C6FBD7C8XPvAibaEXe/KGOYNCaEaWevv6tAqytMz,17.0,0,81.0,28.5,7.69,7.69,157.0,8.12,7.03,7.06,6.61,7.66,7.15,6.89,9.27
C6FCA00EXPvAibaEXe89Arovz2AsdsUdPo/b+fgw,19.0,0,90.0,30.0,7.96,7.96,98.0,7.18,7.99,7.97,7.96,8.59,7.938,7.938,7.938
C6FCA5B1XPvAibaEXe/UmsX+Yo/cn2w6SSBd4IqG,22.0,0,82.10591293047433,22.5,7.97,7.97,128.0,8.13,7.89,7.75,8.17,7.9,7.97,8.06,7.981428571428571
C6FDC4ACXPvAibaEXe8jolcsAIssTEE3N5g9BgT7,16.0,0,78.74455162558057,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C706FB46XPvAibaEXe+A+6mRsShfH3c5hrX6pj/i,18.0,1,70.58465346534653,22.5,8.07,8.07,151.0,7.65,8.03,7.65,8.1,7.95,8.38,8.41,8.14
C7090CEFXPvAibaEXe+MN8lfqqsx6cKU74JWYP7t,19.0,0,90.0,30.0,8.72,8.72,93.0,9.0,8.43,8.92,8.78,8.52,8.73,8.73,8.73
C70A1480XPvAibaEXe8C0OVs/+m9DnIIIwONS+xs,19.0,0,100.0,30.0,6.64,6.64,18.0,6.64,6.64,6.64,6.64,6.64,6.64,6.64,6.64
C70E5C16XPvAibaEXe94igOHwzHdHWFJcyxVmO0o,19.0,0,91.0,30.0,7.36,7.36,30.0,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36
C71E9357XPvAibaEXe+TUHAdEwrOx/TLDyP4hbS3,21.0,0,78.33960814444872,21.85,6.79,6.79,131.0,6.1,6.89,4.83,6.79,6.14,7.36,7.43,6.52
C71EF78FXPvAibaEXe/lBuSevkVg4F3DFmrbB5xf,19.0,0,100.0,30.0,8.18,8.18,71.0,8.49,8.28,7.8,8.19,8.19,8.19,8.19,8.19
C71F9637XPvAibaEXe9PDEhlfOA/z//49k7K66lo,18.0,0,70.58465346534653,20.25,7.45,7.45,142.0,5.86,6.53,7.2,6.64,8.44,7.07,8.23,7.93
C7207E5DXPvAibaEXe9E+yOJSz6HoX6Mqdbyua6x,18.0,0,70.58465346534653,24.25,5.62,5.62,117.0,6.35,5.18,4.1,4.55,5.4,3.42,2.45,5.63
C726C6ACXPvAibaEXe/eCkq6I30ZSllYtg3dkuEY,18.0,0,70.58465346534653,22.0,7.79,7.79,153.0,7.57,5.98,7.94,7.51,7.59,7.47,7.62,8.45
C729FEA6XPvAibaEXe+0+eVMEKBIVT2iQ9DAbnYp,19.0,0,100.0,30.0,9.11,9.11,22.0,9.11,9.11,9.11,9.11,9.11,9.11,9.11,9.11
C72A3EA5XPvAibaEXe+oY4a6JBxVODEKn7n4spKd,19.0,0,100.0,30.0,8.52,8.52,62.0,8.58,8.66,8.33,8.523333333333333,8.523333333333333,8.523333333333333,8.523333333333333,8.523333333333333
C733BB30XPvAibaEXe/Q6C3BndaQUA/IHbz+avRv,18.0,0,70.58465346534653,22.25,7.5,7.5,147.0,8.26,6.49,8.79,7.69,7.33,7.08,7.28,7.19
C737E939XPvAibaEXe95ZLbYjhH5ZfsFY7feoNb0,19.0,0,87.0,30.0,6.62,6.62,64.0,6.11,4.3,7.36,6.18,6.82,6.154,6.154,6.154
C739394CXPvAibaEXe8qxKHWIxudAI/RylRsnAja,22.0,0,82.10591293047433,25.52123947786617,7.98,7.98,137.0,8.51,8.48,7.98,7.13,8.29,7.98,7.58,7.992857142857143
C7398C3BXPvAibaEXe8caHEFy7zXtWJOH8BRVCeJ,19.0,0,75.19813454155285,30.0,6.12,6.12,125.0,6.23,7.98,7.27,0.0,5.37,5.37,5.37,5.37
C746AD35XPvAibaEXe/S5mChdnrLm2q3zEsvbew7,17.0,0,59.0,27.5,5.27,5.27,104.0,5.24,3.28,6.26,3.42,3.23,3.51,3.22,3.26
C7547133XPvAibaEXe+ccR/iEG5CIphI18SAuG0Z,19.0,0,96.0,30.0,6.16,6.16,52.0,7.65,5.53,5.3,6.16,6.16,6.16,6.16,6.16
C75EC022XPvAibaEXe9exxmVkEmOjZd1CW/0SRA0,20.0,0,75.65553494124923,24.0,7.79,7.79,136.0,7.67,7.74,7.51,7.33,8.13,7.9,8.15,8.4
C76005A8XPvAibaEXe/X/wixypGyAg54ZpujWGey,16.0,0,78.74455162558057,23.5,6.62,6.62,153.0,5.86,6.47,7.02,4.96,6.77,7.33,6.76,6.79
C764A6CEXPvAibaEXe+9tOqtJ+TlMmG278zpkKP6,20.0,1,75.65553494124923,20.5,7.3,7.3,149.0,6.98,7.32,6.73,7.4,6.57,7.99,7.9,8.07
C76EDCF3XPvAibaEXe/kJUgsv26Ua0p0JHtUAsAS,17.0,1,87.0,28.5,8.22,8.22,144.0,8.18,8.15,7.95,8.03,8.68,7.52,8.61,9.3
C7750281XPvAibaEXe8E6yzSPpyFOUkenmh5LQzU,21.0,0,75.19813454155285,19.4,0.72,0.72,8.0,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
C778775AXPvAibaEXe+ccR/iEG5CIvfUmrO6eLz3,19.0,0,100.0,30.0,7.69,7.69,59.0,8.08,7.25,7.84,7.723333333333334,7.723333333333334,7.723333333333334,7.723333333333334,7.723333333333334
C77CFBAFXPvAibaEXe/4RNlQlT5Cuf/N8KaWdE37,19.0,0,86.0,30.0,8.07,8.07,30.0,8.07,8.07,8.07,8.07,8.07,8.07,8.07,8.07
C77E32B0XPvAibaEXe8LlXzaqB9oUy2TsqgkAPHo,19.0,0,89.0,30.0,6.85,6.85,26.0,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85
C782F6FDXPvAibaEXe+6mZaWgr2AGaklTLJyoJlr,22.0,1,82.10591293047433,24.25,8.41,8.41,125.0,9.29,9.03,7.82,8.24,8.05,8.52,8.52,8.495714285714286
C783507CXPvAibaEXe+jcCvdJZklGRAguo/Viv5E,19.0,0,92.0,30.0,7.33,7.33,93.0,5.89,7.76,7.37,8.25,7.26,7.306,7.306,7.306
C78522F6XPvAibaEXe+PhKfQb0+XJ+23aVlRLh8x,16.0,0,78.74455162558057,31.0,6.75,6.75,150.0,5.82,7.4,6.9,7.57,7.29,7.77,6.81,7.4
C7877F78XPvAibaEXe+4L8XYCx23lHegMYX3X4Tn,19.0,0,93.0,30.0,7.65,7.65,40.0,7.51,7.79,7.65,7.65,7.65,7.65,7.65,7.65
C78857DAXPvAibaEXe+UuZ4QW1XoS0CuT9CeY9Z/,17.0,0,54.0,25.0,2.42,2.42,21.0,0.0,3.72,4.71,2.32,0.0,2.15,2.15,2.15
C78C24CDXPvAibaEXe8TrN3vUI8MaJoU4lYh39YH,17.0,0,62.0,25.5,6.13,6.13,139.0,7.19,5.88,6.41,5.95,5.42,3.45,4.58,2.67
C78DD70AXPvAibaEXe/yPsCkMlAHItkNU3UPrfb2,19.0,0,100.0,30.0,8.82,8.82,67.0,9.18,8.84,8.53,8.85,8.85,8.85,8.85,8.85
C7965747XPvAibaEXe9kJj6rlg7lVeS+uRw/UgFC,19.0,0,75.19813454155285,30.0,7.78,7.78,56.0,8.24,7.0,7.92,9.8,8.24,8.24,8.24,8.24
